Title,Abstract,StoreId,ArticleType,Authors,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,FindACopy,Database
"8th District Court, Lewiston Court log",GLOSSARY - These legal terms are used: waived means the person charged gave up the right to appear in court; adjudicated means guilty of a civil violation; default means a person did not appear in court and the judge entered a guilty finding in the case; a finding of parole violation means a person violated a parole condition; filed means the case is to be dismissed at the end of filing period if conditions set are abided by.,378883596,Newspapers,,, (c) 2007 Sun Journal, NEWSPAPER," Dec 13, 2007",, English, English, B4," Lewiston, Me.","Dec 13, 2007",Sun Journal,2007,https://www.proquest.com/newspapers/8th-district-court-lewiston-log/docview/378883596/se-2?accountid=8505,,,, B.4,,,https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Sun+Journal&amp;rft.atitle=8th+District+Court%2C+Lewiston+Court+log&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=2007-12-13&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=B.4&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Sun+Journal&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream
"11th District Court, Rumford Court log",GLOSSARY - These legal terms are used: waived means the person charged gave up the right to appear in court; adjudicated means guilty of a civil violation; default means a person did not appear in court and the judge entered a guilty finding in the case; a finding of parole violation means a person violated a parole condition; filed means the case is to be dismissed at the end of filing period if conditions set are abided by.,378864714,Newspapers,,, (c) 2007 Sun Journal, NEWSPAPER," Dec 12, 2007",, English, English, C10," Lewiston, Me.","Dec 12, 2007",Sun Journal,2007,https://www.proquest.com/newspapers/11th-district-court-rumford-log/docview/378864714/se-2?accountid=8505,,,, C.10,,,https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Sun+Journal&amp;rft.atitle=11th+District+Court%2C+Rumford+Court+log&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=2007-12-12&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=C.10&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Sun+Journal&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream
Convicted child molester back in court on probation violation,"Somerset County District Attorney James Mitchell told Justice Jabar that not only were the magazines opened, but that the one of the discs contained pornographic images of adult men in sexually explicit poses or activities, and one disc contained a photograph of Morin's victim in a sexual pose.",414417607,Newspapers,SHARON KILEY MACK;OF THE NEWS STAFF,, (Copyright 2007 Bangor Daily News), NEWSPAPER," Dec 7, 2007",0892-8738, English, English,," Bangor, Me.","Dec 7, 2007",Bangor Daily News,2007,https://www.proquest.com/newspapers/convicted-child-molester-back-court-on-probation/docview/414417607/se-2?accountid=8505,,,, 6,," Nervous system , District attorneys , Probation officers",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Convicted+child+molester+back+in+court+on+probation+violation&amp;rft.au=SHARON+KILEY+MACK%3BOF+THE+NEWS+STAFF&amp;rft.aulast=SHARON+KILEY+MACK&amp;rft.aufirst=&amp;rft.date=2007-12-07&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=6&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Charges,"Daniel Pearce, 47, of 27 Autumn Lane, Livermore, arrested by the Androscoggin County Sheriff's Department on a warrant, 8:54 p.m. Thursday at that address. Anthony Vachon, 23, of 391 Lisbon St., Lewiston, arrested by the Office of Probation and Parole on a probation violation, 9:16 p.m. Thursday at that address. Amy Frost, 32, of 80 Colburn St., Auburn, arrested by the Androscoggin County Sheriff's Department on a warrant, 4:35 p.m. Friday at that address.",378891320,Newspapers,,, (c) 2007 Sun Journal, NEWSPAPER," Dec 1, 2007",, English, English, B2," Lewiston, Me.","Dec 1, 2007",Sun Journal,2007,https://www.proquest.com/newspapers/charges/docview/378891320/se-2?accountid=8505,,,, B.2,," Jackson, Richard",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Sun+Journal&amp;rft.atitle=Charges&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=2007-12-01&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=B.2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Sun+Journal&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream
Brewer physician on probation,"According to the terms of the probation, Matthias, who practices at East Bank Health Care in Brewer, must ""establish and maintain care with a single primary physician who is outside her practice and will be the sole prescriber of medications.""",414381437,Newspapers,Anonymous,, (Copyright 2007 Bangor Daily News), NEWSPAPER," Nov 24, 2007",0892-8738, English, English,," Bangor, Me.","Nov 24, 2007",Bangor Daily News,2007,https://www.proquest.com/newspapers/brewer-physician-on-probation/docview/414381437/se-2?accountid=8505,,,, 2,," Family physicians , Employee benefits",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Brewer+physician+on+probation&amp;rft.au=Anonymous&amp;rft.aulast=Anonymous&amp;rft.aufirst=&amp;rft.date=2007-11-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Man held in Brewer standoff already on probation,"District Court Judge Jessie Gunther set bail Wednesday at $1,000 cash or $10,000 surety on the felony charges stemming from the incident, which involved state, county and local law enforcement.",414418524,Newspapers,"Harrison, Judy;OF THE NEWS STAFF",, (Copyright 2007 Bangor Daily News), NEWSPAPER," Nov 22, 2007",0892-8738, English, English,," Bangor, Me.","Nov 22, 2007",Bangor Daily News,2007,https://www.proquest.com/newspapers/man-held-brewer-standoff-already-on-probation/docview/414418524/se-2?accountid=8505,,,, 2,," Receiving stolen property , Juvenile courts , Judges & magistrates , Apartment buildings",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Man+held+in+Brewer+standoff+already+on+probation&amp;rft.au=Harrison%2C+Judy%3BOF+THE+NEWS+STAFF&amp;rft.aulast=Harrison&amp;rft.aufirst=Judy&amp;rft.date=2007-11-22&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Man gets probation for damage at Seawall,"Gilley pleaded guilty in June to the felony charge of destroying property when he drove his all-terrain vehicle to the Seawall Campground at the park, according to court documents.",414483703,Newspapers,"Harrison, Judy;OF THE NEWS STAFF",, (Copyright 2007 Bangor Daily News), NEWSPAPER," Nov 15, 2007",0892-8738, English, English,," Bangor, Me.","Nov 15, 2007",Bangor Daily News,2007,https://www.proquest.com/newspapers/man-gets-probation-damage-at-seawall/docview/414483703/se-2?accountid=8505,,,, 5,," Criminal sentences , Fraud",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Man+gets+probation+for+damage+at+Seawall&amp;rft.au=Harrison%2C+Judy%3BOF+THE+NEWS+STAFF&amp;rft.aulast=Harrison&amp;rft.aufirst=Judy&amp;rft.date=2007-11-15&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=5&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Charges,"Vehicles driven by Michel Gagne, 54, of Lewiston, and Brett James Griffin, 35, of Auburn, collided at 9 a.m. Sunday at Chestnut and Canal streets. Damage to Gagne's 2007 Toyota was estimated at $5,000; to Griffin's 1988 Mercury, $4,000. John Labbe, 27, of 140 Hampshire St., Auburn, on a probation hold, 11:42 a.m. Tuesday at the Office of Probation and Parole, Great Falls Plaza in Auburn.Accidents",378859471,Newspapers,,, (c) 2007 Sun Journal, NEWSPAPER," Nov 14, 2007",, English, English, B2," Lewiston, Me.","Nov 14, 2007",Sun Journal,2007,https://www.proquest.com/newspapers/charges/docview/378859471/se-2?accountid=8505,,,, B.2,," Pelletier, Christopher Ryan",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Sun+Journal&amp;rft.atitle=Charges&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=2007-11-14&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=B.2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Sun+Journal&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream
Bail set for felon accused of selling drugs in Bangor,"After his arrest Tuesday, he was held at the Penobscot County Jail on a possible parole violation, Saunders, also known by the names Angel Rosado and Philip Adams, has been living in the area since the first of the year, according to Darrell Crandall, a division commander for the Maine Drug Enforcement Agency.",414327757,Newspapers,"Harrison, Judy;OF THE NEWS STAFF",, (Copyright 2007 Bangor Daily News), NEWSPAPER," Nov 3, 2007",0892-8738, English, English,," Bangor, Me.","Nov 3, 2007",Bangor Daily News,2007,https://www.proquest.com/newspapers/bail-set-felon-accused-selling-drugs-bangor/docview/414327757/se-2?accountid=8505,,,, 2,," Judges & magistrates , Attorneys general",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Bail+set+for+felon+accused+of+selling+drugs+in+Bangor&amp;rft.au=Harrison%2C+Judy%3BOF+THE+NEWS+STAFF&amp;rft.aulast=Harrison&amp;rft.aufirst=Judy&amp;rft.date=2007-11-03&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
"Probation revoked, man gets 33 months","Paul John Mills was charged with violating his probation by operating a vehicle after suspension, obstructing government administration, using alcohol, and not telling a police officer he was on probation. Attorney Sarah Glynn denied that Mills had been operating a vehicle, but admitted to the other offenses. Following a hearing, Justice Robert E. Crowley revoked Mills probation and ordered him to serve the 33 months remaining on his suspended sentence in prison.",378867043,Newspapers,"Langeveld, M Dirk",, (c) 2007 Sun Journal, NEWSPAPER," Oct 27, 2007",, English, English, A2," Lewiston, Me.","Oct 27, 2007",Sun Journal,2007,https://www.proquest.com/newspapers/probation-revoked-man-gets-33-months/docview/378867043/se-2?accountid=8505,,,, A.2,," Mills, Paul",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Sun+Journal&amp;rft.atitle=Probation+revoked%2C+man+gets+33+months&amp;rft.au=Langeveld%2C+M+Dirk&amp;rft.aulast=Langeveld&amp;rft.aufirst=M&amp;rft.date=2007-10-27&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Sun+Journal&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream
Man who assaulted tot wants to end probation,"After spanking him, Allen went on a business meeting in New Hampshire, leaving [Nathaniel] alone with [Sarah Allen]. When he was rushed to the hospital, an emergency room nurse discovered bruises on the boy's buttocks and upper thigh. [Jeremy Allen] said he was simply disciplining his son according to Christian books on the subject. Corporal punishment is legal in Maine as long as pain is ""transient."" ""I wasn't trying to hurt him,"" Allen said in court. ""I was just trying to redirect his attention.""",378870651,Newspapers,"Williams, Christopher",, (c) 2007 Sun Journal, NEWSPAPER," Oct 18, 2007",, English, English, A3," Lewiston, Me.","Oct 18, 2007",Sun Journal,2007,https://www.proquest.com/newspapers/man-who-assaulted-tot-wants-end-probation/docview/378870651/se-2?accountid=8505,,,, A.3,," Allen, Jeremy , Allen, Sarah",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Sun+Journal&amp;rft.atitle=Man+who+assaulted+tot+wants+to+end+probation&amp;rft.au=Williams%2C+Christopher&amp;rft.aulast=Williams&amp;rft.aufirst=Christopher&amp;rft.date=2007-10-18&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.3&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Sun+Journal&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream
"Naples handgun thief, 24, surrenders on probation violation","Dean Henry Smith III, 24, of 389 Harrison Road in Naples, had been accused of not paying $600 of supervision fees during his probation. Corrine Zipps of the Department of Corrections Division of Community Corrections motioned in February for revocation of Smith's probation.",378864661,Newspapers,"Langeveld, M Dirk",, (c) 2007 Sun Journal, NEWSPAPER," Oct 2, 2007",, English, English, B2," Lewiston, Me.","Oct 2, 2007",Sun Journal,2007,https://www.proquest.com/newspapers/naples-handgun-thief-24-surrenders-on-probation/docview/378864661/se-2?accountid=8505,,,, B.2,," Smith, Dean",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Sun+Journal&amp;rft.atitle=Naples+handgun+thief%2C+24%2C+surrenders+on+probation+violation&amp;rft.au=Langeveld%2C+M+Dirk&amp;rft.aulast=Langeveld&amp;rft.aufirst=M&amp;rft.date=2007-10-02&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=B.2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Sun+Journal&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream
Franklin County arrest log: [1],"Kevin Reed, 39, New Sharon, probation violation, Sept. 11, probation hold lifted per probation officer, Maine Probation and Parole.",378750052,Newspapers,,, (c) 2007 Sun Journal, NEWSPAPER," Sep 14, 2007",, English, English, B2," Lewiston, Me.","Sep 14, 2007",Sun Journal,2007,https://www.proquest.com/newspapers/franklin-county-arrest-log/docview/378750052/se-2?accountid=8505,,,, B.2,,,https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Sun+Journal&amp;rft.atitle=Franklin+County+arrest+log%3A+%5B1%5D&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=2007-09-14&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=B.2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Sun+Journal&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream
"Town bucks trend toward sex-offender laws: Cumberland debates imposing limits on where offenders may live, but will move slowly.","  Porter made his comments at the end of a council workshop at which he moderated a panel of experts - including advocates for survivors of sexual assault, a mental health therapist and a state probation and parole officer - who discussed such issues as whether sex offenders respond to treatment and the effectiveness of laws restricting where they live and work.",277371302,Newspapers,TESS NACELEWICZ Staff Writer,," Copyright Portland Newspapers Sep 11, 2007", NEWSPAPER," Sep 11, 2007",2689-5900, English, English,," Portland, Me.","Sep 11, 2007",Portland Press Herald,2007,https://www.proquest.com/newspapers/town-bucks-trend-toward-sex-offender-laws/docview/277371302/se-2?accountid=8505,,,, B.1,," Sex offenders , Parole officers , Minors , Mental health , Mental depression , Medical treatment , Farmers , Families & family life , Day care centers , Councils",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Portland+Press+Herald&amp;rft.atitle=Town+bucks+trend+toward+sex-offender+laws%3A+Cumberland+debates+imposing+limits+on+where+offenders+may+live%2C+but+will+move+slowly.&amp;rft.au=TESS+NACELEWICZ+Staff+Writer&amp;rft.aulast=TESS+NACELEWICZ+Staff+Writer&amp;rft.aufirst=&amp;rft.date=2007-09-11&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=B.1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Portland+Press+Herald&amp;rft.issn=26895900&amp;rft_id=info:doi/,Global Newsstream
"Arsonist's brother sentenced in plea deal Man released from jail, put on probation","Late last week, [Michael Yurchick] benefited from a deal between his attorney, William Blaisdell, and the Hancock County District Attorney's Office. If the man agreed to testify at his sister's trial, the arson charges would be dropped. Despite Michael Yurchick's lengthy criminal history dating back to the mid-1990s, Justice [Kevin Cuddy] said previous offenses were not similar to the burglary charge and therefore were not aggravating factors. Cuddy also pointed out that Yurchick's actions last October did not fit the traditional definition of burglary because he didn't barge into the house with intent to steal anything.",414411572,Newspapers,"Russell, Eric;OF THE NEWS STAFF",, (Copyright 2007 Bangor Daily News), NEWSPAPER," Aug 2, 2007",0892-8738, English, English,," Bangor, Me.","Aug 2, 2007",Bangor Daily News,2007,https://www.proquest.com/newspapers/arsonists-brother-sentenced-plea-deal-man/docview/414411572/se-2?accountid=8505,,,, 5,," Plea bargaining , Trials , District attorneys",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Arsonist%27s+brother+sentenced+in+plea+deal+Man+released+from+jail%2C+put+on+probation&amp;rft.au=Russell%2C+Eric%3BOF+THE+NEWS+STAFF&amp;rft.aulast=Russell&amp;rft.aufirst=Eric&amp;rft.date=2007-08-02&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=5&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
